Parsing time,Preprocessing time,Checking time,Related objects collection time,QP to QC conversion time,QC to QO conversion time,Query rewriting time,Cost-based optimization time,Collect Samples and Dcount Est.,Predicate Grant Injection,total,sql_exec_time,app_prep_time,app_exec_time
2,14,7,0,9,1,20,12,1,0,81,299,86.0,305.0
1,12,7,0,9,1,20,12,1,0,78,317,80.0,302.0
3,12,7,0,9,1,20,12,1,0,79,306,83.0,321.0
3,14,7,0,9,1,21,12,1,0,82,298,85.0,311.0
1,12,7,0,9,1,20,12,1,0,77,317,80.0,302.0
1,15,7,0,9,1,20,12,1,0,81,304,84.0,322.0
2,16,7,0,9,1,20,12,1,0,84,288,87.0,308.0
2,17,7,0,9,1,20,12,1,0,84,305,87.0,292.0
2,13,7,0,9,1,20,12,1,0,80,303,83.0,309.0
2,15,7,0,9,1,20,12,1,0,82,304,86.0,307.0
2,12,7,0,9,1,20,12,1,0,79,307,82.0,309.0
1,12,7,0,9,1,20,12,1,0,78,312,81.0,311.0
1,11,6,0,9,1,20,12,1,0,76,305,80.0,315.0
1,12,6,0,9,1,20,12,1,0,77,307,80.0,310.0
2,14,7,0,9,1,21,12,1,0,82,297,85.0,312.0
2,15,6,0,9,1,20,12,1,0,83,291,85.0,302.0
3,12,7,0,9,1,20,12,1,0,80,289,83.0,295.0
1,12,7,0,9,1,20,12,1,0,78,305,81.0,293.0
1,12,7,0,9,1,20,12,1,0,77,299,80.0,309.0
1,11,7,0,9,1,20,12,1,0,78,296,80.0,304.0
2,16,7,0,9,1,20,12,1,0,84,302,87.0,301.0
2,16,7,0,9,2,20,12,1,0,85,310,88.0,307.0
2,15,7,0,9,1,20,12,1,0,83,313,86.0,314.0
1,13,6,0,8,1,20,13,1,0,79,313,81.0,318.0
1,11,7,0,9,1,20,12,1,0,77,299,80.0,318.0
2,16,7,0,9,1,20,12,1,0,83,332,87.0,303.0
2,17,7,0,9,1,20,12,1,0,84,294,87.0,337.0
1,15,7,0,9,1,20,12,1,0,82,320,85.0,298.0
2,15,7,0,9,1,20,12,1,0,83,310,87.0,324.0
1,12,7,0,9,1,20,12,1,0,78,305,81.0,314.0
2,14,7,0,9,1,20,12,1,0,82,286,85.0,309.0
2,11,7,0,9,1,20,12,1,0,78,303,82.0,290.0
1,15,6,0,8,1,20,12,1,0,80,287,84.0,306.0
1,11,7,0,9,1,20,12,1,0,78,302,81.0,292.0
1,15,7,0,9,1,21,12,1,0,83,298,85.0,306.0
1,12,7,0,9,1,20,12,1,0,78,307,82.0,302.0
2,12,7,0,9,1,21,13,1,0,80,305,83.0,311.0
2,12,7,0,9,1,20,12,1,0,79,298,82.0,310.0
1,11,7,0,9,1,20,12,1,0,77,297,79.0,302.0
2,13,7,0,9,1,20,12,1,0,81,294,84.0,301.0
2,13,7,0,9,1,21,13,1,0,82,297,86.0,299.0
1,12,7,0,9,1,20,12,1,0,78,293,81.0,301.0
2,12,7,0,9,1,20,12,1,0,79,290,82.0,298.0
1,11,7,0,9,1,20,12,1,0,77,309,80.0,296.0
2,16,7,0,9,1,20,12,1,0,84,304,87.0,313.0
2,12,7,0,9,1,20,12,1,0,79,309,83.0,308.0
1,11,7,0,9,1,20,12,1,0,77,296,80.0,314.0
1,11,7,0,9,1,20,12,1,0,78,308,81.0,300.0
1,11,7,0,9,1,20,12,1,0,77,29,80.0,312.0
